"ts","device","lpg"
"19.600000381469727","1.5945127625880709E9","false"
"22.2","1.5945127662482638E9","false"
"27.0","1.5945127677936802E9","true"
"19.600000381469727","1.5945127680288842E9","false"
"22.2","1.5945127699349513E9","false"
"27.0","1.5945127721369944E9","true"
"22.2","1.5945127736226165E9","false"
"19.600000381469727","1.5945127740008302E9","false"
"22.2","1.5945127773101833E9","false"
"27.0","1.5945127775545146E9","true"
"19.600000381469727","1.5945127799612098E9","false"
"22.2","1.5945127809975388E9","false"
"19.600000381469727","1.5945127837867239E9","false"
"22.2","1.5945127846855252E9","false"
"27.0","1.5945127861866539E9","true"
"22.2","1.5945127883728244E9","false"
"19.600000381469727","1.594512790292676E9","false"
"22.2","1.5945127920586402E9","false"
"19.600000381469727","1.5945127957352512E9","false"
"22.2","1.5945127957446404E9","false"
"27.0","1.5945127993474874E9","true"
"22.2","1.59451279942879E9","false"
"19.600000381469727","1.594512799549814E9","false"
"22.2","1.5945128031146703E9","false"
"27.0","1.5945128063718245E9","true"
"19.600000381469727","1.594512806590705E9","false"
"22.2","1.594512806800628E9","false"
"22.2","1.594512810485561E9","false"
"22.2","1.5945128141562629E9","false"
"27.0","1.59451281499063E9","true"
"19.600000381469727","1.5945128157784557E9","false"
"22.2","1.5945128178347602E9","false"
"19.5","1.594512819592327E9","false"
"22.2","1.5945128215206203E9","false"
"19.5","1.5945128234076035E9","false"
"22.1","1.5945128252066128E9","false"
"27.0","1.5945128252164686E9","true"
"19.5","1.5945128288345182E9","false"
"22.1","1.5945128288923562E9","false"
"27.0","1.594512829024204E9","true"
"22.1","1.594512832578332E9","false"
"22.1","1.5945128362658176E9","false"
"27.0","1.594512838720154E9","true"
"19.5","1.59451283910779E9","false"
"22.1","1.5945128399532027E9","false"
"19.5","1.5945128429216967E9","false"
"22.1","1.594512843641E9","false"
"22.1","1.5945128473277214E9","false"
"19.5","1.5945128478102815E9","false"
"22.1","1.5945128510154252E9","false"
"27.0","1.5945128540289743E9","true"
"19.5","1.5945128543349094E9","false"
"22.1","1.5945128547034147E9","false"
"22.1","1.5945128583913667E9","false"
"19.5","1.5945128592241485E9","false"
"27.0","1.594512861590494E9","true"
"22.1","1.5945128620791795E9","false"
"19.5","1.5945128641157186E9","false"
"22.1","1.594512865766187E9","false"
"19.5","1.5945128684697266E9","false"
"22.1","1.594512869452063E9","false"
"27.0","1.5945128712808971E9","true"
"22.1","1.5945128731377296E9","false"
"22.1","1.5945128768239424E9","false"
"19.5","1.594512877114785E9","false"
"27.0","1.5945128804296727E9","true"
"22.1","1.5945128805100753E9","false"
"22.1","1.594512884196197E9","false"
"27.100000381469727","1.5945128847728486E9","true"
"19.5","1.5945128857613938E9","false"
"22.1","1.5945128878819695E9","false"
"27.100000381469727","1.5945128891161487E9","true"
"22.1","1.5945128915677166E9","false"
"27.0","1.59451289399107E9","true"
"22.1","1.5945128952536178E9","false"
"19.5","1.5945128971117287E9","false"
"22.1","1.594512898939509E9","false"
"27.0","1.594512901538885E9","true"
"19.5","1.5945129020007548E9","false"
"22.0","1.5945129026256123E9","false"
"27.0","1.5945129053759046E9","true"
"22.0","1.594512906311306E9","false"
"19.5","1.5945129068906002E9","false"
"22.0","1.5945129099961746E9","false"
"27.100000381469727","1.5945129107882142E9","true"
"19.5","1.5945129123514504E9","false"
"22.0","1.5945129136820416E9","false"
"27.0","1.5945129145968924E9","true"
"19.5","1.5945129167015202E9","false"
"22.0","1.594512917368021E9","false"
"27.0","1.5945129200084877E9","true"
"19.5","1.5945129205171816E9","false"
"22.0","1.5945129210539286E9","false"
"27.0","1.5945129238156059E9","true"
"19.5","1.5945129243398466E9","false"
"22.0","1.5945129247397258E9","false"
"27.0","1.594512927620714E9","true"
"22.0","1.5945129284255164E9","false"
"19.5","1.5945129286929047E9","false"
"22.0","1.594512932111268E9","false"
"27.0","1.5945129330338728E9","true"
"19.5","1.5945129341249723E9","false"
"22.0","1.594512935797069E9","false"
"22.0","1.5945129394829855E9","false"
"27.0","1.594512941127209E9","true"
"22.0","1.5945129431689072E9","false"
"19.5","1.5945129438515687E9","false"
"22.0","1.5945129468547919E9","false"
"19.5","1.5945129492793508E9","false"
"22.0","1.594512950540647E9","false"
"27.0","1.5945129532108474E9","true"
"22.0","1.5945129542263978E9","false"
"22.0","1.5945129579121747E9","false"
"27.0","1.5945129602263134E9","true"
"22.0","1.5945129615979204E9","false"
"19.5","1.5945129646475477E9","false"
"22.0","1.5945129652839406E9","false"
"27.0","1.5945129677768211E9","true"
"22.0","1.594512968969856E9","false"
"19.5","1.594512971706944E9","false"
"22.0","1.5945129726573703E9","false"
"22.0","1.5945129763431656E9","false"
"27.0","1.594512977996057E9","true"
"19.5","1.5945129782068603E9","false"
"22.0","1.5945129800290105E9","false"
"22.1","1.5945129836917267E9","false"
"19.5","1.5945129863203173E9","false"
"22.0","1.5945129873790777E9","false"
"27.0","1.5945129876915143E9","true"
"22.0","1.5945129910650723E9","false"
"19.5","1.5945129912079453E9","false"
"27.0","1.5945129936351109E9","true"
"22.0","1.5945129947509968E9","false"
"19.5","1.5945129955687935E9","false"
"22.0","1.5945129984369605E9","false"
"27.0","1.5945129995866432E9","true"
"19.5","1.594513000457408E9","false"
"22.0","1.5945130021228302E9","false"
"27.0","1.5945130039303188E9","true"
"22.0","1.594513005808735E9","false"
"19.5","1.5945130080283027E9","false"
"22.0","1.5945130094946108E9","false"
"27.0","1.5945130098781571E9","true"
"19.5","1.5945130123795226E9","false"
"22.1","1.5945130131806302E9","false"
"27.0","1.5945130147556212E9","true"
"22.1","1.594513016866883E9","false"
"19.5","1.5945130199605114E9","false"
"22.1","1.5945130205528464E9","false"
"27.0","1.5945130212366211E9","true"
"22.1","1.5945130242388327E9","false"
"27.0","1.5945130255880017E9","true"
"19.5","1.594513027529627E9","false"
"22.1","1.5945130279247787E9","false"
"27.100000381469727","1.5945130299347973E9","true"
"22.1","1.594513031610676E9","false"
"19.5","1.5945130345822983E9","false"
"22.1","1.5945130352966485E9","false"
"27.0","1.594513035878774E9","true"
"22.1","1.59451303898264E9","false"
"19.5","1.5945130400068383E9","false"
"22.1","1.594513042668725E9","false"
"27.0","1.594513043965451E9","true"
"22.1","1.5945130463546932E9","false"
"27.0","1.594513048309038E9","true"
"22.1","1.5945130500407255E9","false"
"27.0","1.5945130526518555E9","true"
"22.1","1.5945130537267437E9","false"
"19.5","1.5945130559106379E9","false"
"22.1","1.5945130574129326E9","false"
"22.1","1.594513061099083E9","false"
"27.0","1.5945130634117448E9","true"
"22.1","1.5945130647855167E9","false"
"27.0","1.5945130682861018E9","true"
"22.1","1.5945130684716303E9","false"
"19.5","1.5945130691404219E9","false"
"22.1","1.5945130721575348E9","false"
"19.5","1.5945130740265315E9","false"
"27.0","1.5945130742264361E9","true"
"22.2","1.5945130758432937E9","false"
"19.5","1.5945130783819432E9","false"
"22.1","1.5945130795290527E9","false"
"27.0","1.5945130796402194E9","true"
"19.5","1.594513082732849E9","false"
"22.2","1.5945130832154016E9","false"
"27.0","1.5945130845183687E9","true"
"19.5","1.5945130865482779E9","false"
"22.2","1.5945130869015942E9","false"
"19.5","1.5945130903737893E9","false"
"22.2","1.5945130905874884E9","false"
"27.0","1.5945130909966226E9","true"
"22.2","1.594513094273335E9","false"
"19.5","1.5945130968701117E9","false"
"27.0","1.5945130974755063E9","true"
"22.2","1.5945130979581625E9","false"
"22.2","1.5945131016431792E9","false"
"19.5","1.5945131017574458E9","false"
"22.2","1.594513105328935E9","false"
"27.0","1.5945131060900002E9","true"
"19.5","1.594513107188495E9","false"
"22.2","1.5945131090149484E9","false"
"27.0","1.59451311150609E9","true"
"22.2","1.5945131127007785E9","false"
"19.5","1.5945131147599578E9","false"
"22.2","1.5945131163867366E9","false"
"27.0","1.5945131169181821E9","true"
"22.2","1.5945131200718012E9","false"
"27.0","1.594513120731002E9","true"
"22.3","1.59451312375804E9","false"
"27.0","1.5945131256111226E9","true"
"22.2","1.594513127444355E9","false"
"27.0","1.5945131294212253E9","true"
"22.2","1.5945131311301656E9","false"
"19.5","1.5945131328137336E9","false"
"27.0","1.5945131332282252E9","true"
"22.2","1.5945131348162026E9","false"
"22.2","1.5945131385023425E9","false"
"19.5","1.5945131387710557E9","false"
"22.2","1.594513142188406E9","false"
"27.0","1.5945131435010605E9","true"
"19.5","1.5945131441978796E9","false"
"22.2","1.594513145862821E9","false"
"22.2","1.5945131495502634E9","false"
"27.0","1.594513151588153E9","true"
"22.2","1.59451315323779E9","false"
"19.5","1.5945131544997628E9","false"
"27.0","1.5945131564664245E9","true"
"22.2","1.5945131569254975E9","false"
"19.5","1.594513159388929E9","false"
"22.2","1.5945131606113644E9","false"
"19.5","1.5945131637430716E9","false"
"22.2","1.5945131642975187E9","false"
"27.0","1.5945131661700292E9","true"
"22.3","1.5945131679824522E9","false"
"19.5","1.594513169167489E9","false"
"27.0","1.594513169976249E9","true"
"22.3","1.5945131716686518E9","false"
"19.5","1.594513172981495E9","false"
"22.3","1.5945131753561656E9","false"
"27.0","1.5945131775365725E9","true"
"19.5","1.594513177873997E9","false"
"22.3","1.5945131790421822E9","false"
"27.0","1.594513181346273E9","true"
"22.3","1.5945131827255077E9","false"
"19.5","1.594513184370744E9","false"
"27.0","1.5945131862206664E9","true"
"22.3","1.5945131864112954E9","false"
"22.3","1.5945131900972617E9","false"
"27.0","1.5945131910964696E9","true"
"19.5","1.5945131919401817E9","false"
"22.3","1.5945131937830956E9","false"
"22.3","1.5945131974689302E9","false"
"19.5","1.5945131989926226E9","false"
"22.3","1.5945132011548924E9","false"
"27.0","1.5945132013510156E9","true"
"22.3","1.5945132048413599E9","false"
"27.0","1.5945132051547682E9","true"
"19.5","1.594513206035744E9","false"
"22.3","1.5945132084528913E9","false"
"27.0","1.594513209495784E9","true"
"19.5","1.5945132114908683E9","false"
"22.3","1.5945132121409066E9","false"
"22.3","1.5945132158266869E9","false"
"19.5","1.5945132158429446E9","false"
"22.3","1.5945132195125163E9","false"
"19.5","1.5945132223412223E9","false"
"22.3","1.594513223198411E9","false"
"27.0","1.594513224253395E9","true"
"22.3","1.5945132268831956E9","false"
"27.0","1.5945132301999476E9","true"
"22.3","1.5945132305674453E9","false"
"22.3","1.5945132342532775E9","false"
"19.5","1.5945132344821658E9","false"
"27.0","1.5945132350807226E9","true"
"22.3","1.594513237939201E9","false"
"27.0","1.5945132388917117E9","true"
"19.600000381469727","1.594513239368761E9","false"
"22.3","1.5945132416250541E9","false"
"19.600000381469727","1.5945132437194028E9","false"
"27.0","1.5945132448381872E9","true"
"22.3","1.5945132452207143E9","false"
"22.3","1.5945132489187899E9","false"
"19.600000381469727","1.5945132491514351E9","false"
"27.0","1.59451325078522E9","true"
"22.3","1.5945132526069055E9","false"
"19.5","1.5945132529684198E9","false"
"22.3","1.594513256294417E9","false"
"27.0","1.5945132567323165E9","true"
"19.5","1.5945132573198197E9","false"
"22.4","1.594513259982375E9","false"
"22.3","1.594513263668967E9","false"
"27.0","1.5945132638122127E9","true"
"19.5","1.5945132659703453E9","false"
"22.4","1.594513267355155E9","false"
"27.0","1.5945132676269329E9","true"
"22.4","1.594513271041719E9","false"
"27.0","1.5945132725044968E9","true"
"19.600000381469727","1.5945132746383774E9","false"
"22.3","1.5945132747276375E9","false"
"22.4","1.5945132784135E9","false"
"27.0","1.594513278986891E9","true"
"19.600000381469727","1.59451327952636E9","false"
"22.4","1.594513282098614E9","false"
"27.0","1.5945132833283455E9","true"
"19.600000381469727","1.5945132849553397E9","false"
"22.4","1.594513285784413E9","false"
"27.0","1.5945132876692588E9","true"
"22.4","1.5945132894704256E9","false"
"19.5","1.594513293088685E9","false"
"22.4","1.5945132931563184E9","false"
"27.0","1.5945132962812705E9","true"
"22.4","1.5945132968420687E9","false"
"19.600000381469727","1.5945132985121422E9","false"
"27.0","1.5945133000893128E9","true"
"22.4","1.5945133005273373E9","false"
"19.600000381469727","1.5945133028661814E9","false"
"22.3","1.5945133042134316E9","false"
